Donor_ID	Adipose - Subcutaneous	Adipose - Visceral (Omentum)	Adrenal Gland	Artery - Aorta	Artery - Coronary	Artery - Tibial	Bladder	Brain - Amygdala	Brain - Anterior cingulate cortex (BA24)	Brain - Caudate (basal ganglia)	Brain - Cerebellar Hemisphere	Brain - Cerebellum	Brain - Cortex	Brain - Frontal Cortex (BA9)	Brain - Hippocampus	Brain - Hypothalamus	Brain - Nucleus accumbens (basal ganglia)	Brain - Putamen (basal ganglia)	Brain - Spinal cord (cervical c-1)	Brain - Substantia nigra	Breast - Mammary Tissue	Cells - EBV-transformed lymphocytes	Cells - Transformed fibroblasts	Cervix - Ectocervix	Cervix - Endocervix	Colon - Sigmoid	Colon - Transverse	Esophagus - Gastroesophageal Junction	Esophagus - Mucosa	Esophagus - Muscularis	Fallopian Tube	Heart - Atrial Appendage	Heart - Left Ventricle	Kidney - Cortex	Liver	Lung	Minor Salivary Gland	Muscle - Skeletal	Nerve - Tibial	Ovary	Pancreas	Pituitary	Prostate	Skin - Not Sun Exposed (Suprapubic)	Skin - Sun Exposed (Lower leg)	Small Intestine - Terminal Ileum	Spleen	Stomach	Testis	Thyroid	Uterus	Vagina	Whole Blood
P4PP	57.5510643984	0.0	0.0	46.9064952051	53.9165558834	41.7747110962	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	54.1726084077	0.0	0.0	0.0	56.6945670278	0.0	55.8526369975	54.2862209077	0.0	0.0	85.3941749971	0.0	0.0	46.0451006896	0.0	51.0702583913	0.0	49.8386254902	76.908741908	0.0	0.0	0.0	62.9201893387	0.0	60.5589316068	73.2297651881	0.0	0.0	40.2541135265	48.4626479771	144.954515563
P4PQ	44.6694079543	0.0	0.0	57.2374095482	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	62.4407504983	0.0	0.0	0.0	0.0	0.0	61.618964717	57.18903551	0.0	0.0	58.6571029973	0.0	0.0	44.3328611695	0.0	54.8853689226	44.5227222308	0.0	95.1314902265	0.0	0.0	0.0	51.4894742426	0.0	0.0	53.0421190867	0.0	36.929344692	0.0	0.0	93.1039998567
P4QR	39.8706431061	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	52.5360779151	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	36.4466722786	0.0	44.3211749921	0.0	0.0	0.0	0.0	0.0	0.0	57.5187767517	0.0	0.0	0.0	42.2537269878	0.0	0.0	0.0	100.341418112
P4QS	47.4615301124	0.0	58.6300285857	54.1048421607	0.0	44.2999594618	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	53.1960295934	0.0	0.0	0.0	0.0	0.0	57.2909965371	56.6728044654	0.0	0.0	51.2790731363	72.8044473533	0.0	50.9894054331	0.0	49.8681113266	43.4770167505	0.0	82.0682981012	0.0	0.0	0.0	0.0	0.0	51.7138735125	0.0	41.0650539486	39.2036284559	0.0	0.0	0.0
P4QT	50.1864753359	0.0	64.578602734	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	54.784892509	0.0	0.0	0.0	58.9946617095	0.0	59.8187599577	57.4260309892	0.0	0.0	0.0	0.0	0.0	47.0309106081	0.0	65.5579141551	38.6458569947	46.6872379771	0.0	0.0	0.0	0.0	54.616865907	0.0	0.0	58.4740099817	0.0	42.688508981	41.5311785715	0.0	0.0
P78B	48.8459784558	0.0	0.0	49.0057955308	0.0	40.1118131029	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	46.6734663905	0.0	0.0	0.0	52.1908995391	0.0	50.826198853	56.47373845	0.0	0.0	54.7409089182	0.0	77.5543347021	40.1131031077	0.0	65.6099491666	44.2225347947	46.95148049	0.0	0.0	0.0	0.0	0.0	0.0	0.0	59.7027993948	0.0	34.1811599826	40.7683240564	48.4739866915	125.04688326
PLZ4	53.9415181867	0.0	0.0	0.0	0.0	41.7056187573	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	52.9657909903	0.0	0.0	0.0	0.0	0.0	50.101414553	0.0	0.0	0.0	0.0	0.0	0.0	40.2705032569	0.0	45.645764991	0.0	46.5761175351	0.0	0.0	0.0	0.0	55.8114291645	0.0	0.0	0.0	0.0	28.9930199469	0.0	42.7015306217	86.0384841894
PLZ5	48.0326334027	0.0	58.0924315461	47.8246714296	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	57.4270675637	0.0	60.4625706511	52.0045285147	0.0	0.0	54.067713637	0.0	0.0	36.7684901755	0.0	49.4576510239	42.7222785334	0.0	0.0	0.0	0.0	0.0	43.0152032001	0.0	0.0	0.0	47.9587698166	0.0	0.0	0.0	128.477621524
PLZ6	54.4107210906	0.0	59.4852898998	43.5693788068	0.0	41.4251544646	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	49.6909926326	0.0	0.0	0.0	64.5441815047	0.0	61.5329702901	52.6832849216	0.0	0.0	0.0	0.0	0.0	64.3072158728	0.0	48.2829599632	36.4159238296	0.0	100.037493038	0.0	45.7175878354	0.0	53.5935475646	0.0	51.7913668053	48.8809676666	0.0	0.0	0.0	0.0	117.883319765
POMQ	64.5212977805	0.0	0.0	46.7757954794	0.0	46.027110359	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	52.9712221315	0.0	0.0	48.7524602673	0.0	0.0	43.7494084037	0.0	59.0671982151	39.7898749356	41.8961469779	0.0	0.0	0.0	0.0	0.0	0.0	62.8393088534	62.0371064679	0.0	0.0	50.3766269263	0.0	176.642598678
POYW	43.1601395918	0.0	0.0	45.6512571946	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	55.5208060547	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	37.6834248564	0.0	44.7021428307	37.4935390197	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.2595744352	0.0	0.0	123.48637856
PSDG	55.3205371818	0.0	0.0	49.919781174	50.9825747446	42.8467520045	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	60.0248337091	0.0	55.9978100591	0.0	0.0	0.0	0.0	0.0	51.5577707545	47.5495363655	0.0	0.0	51.1798726637	0.0	0.0	37.9603166875	0.0	66.5239436692	41.3653522339	0.0	80.0812730206	0.0	0.0	0.0	48.3586966067	0.0	0.0	0.0	0.0	27.5273594197	0.0	0.0	84.0997979589
PVOW	0.0	0.0	0.0	0.0	0.0	40.5991559184	0.0	0.0	42.6730081231	44.977641049	0.0	27.2079216041	46.35151082	0.0	52.5652216175	0.0	0.0	0.0	0.0	0.0	0.0	0.0	48.3771683706	0.0	0.0	0.0	0.0	0.0	54.6796221836	0.0	0.0	0.0	1822.9293219	0.0	0.0	34.7967094094	0.0	0.0	29.8306036015	0.0	0.0	53.8558033705	0.0	0.0	42.2884725633	0.0	0.0	0.0	0.0	0.0	0.0	0.0	204.856043795
PW2O	0.0	0.0	59.5840147786	48.592963236	0.0	40.9821769717	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	57.1633139089	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	43.1005180865	0.0	49.914190916	42.2694158417	0.0	86.785320399	0.0	0.0	0.0	0.0	0.0	58.2711419946	81.1603955759	44.1759295926	0.0	0.0	0.0	203.293249969
PWCY	52.2268501509	0.0	60.2183738316	45.9791102892	52.4910339953	44.4905979262	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	47.5795418133	0.0	0.0	0.0	61.1671316612	0.0	62.2948516475	50.83722019	0.0	0.0	76.4959416726	0.0	0.0	0.0	0.0	73.5146089703	49.4257392366	46.8866055416	0.0	0.0	0.0	0.0	58.2175366212	0.0	0.0	83.8834973281	0.0	37.3032411988	0.0	54.1166546113	151.328787756
PWN1	55.3170841734	0.0	0.0	0.0	0.0	48.1445311166	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	51.3760047067	0.0	0.0	0.0	60.2391157945	0.0	61.9949244916	59.8837659046	0.0	0.0	0.0	0.0	0.0	0.0	0.0	50.0458071242	40.282658142	48.7896406484	0.0	0.0	0.0	0.0	33.1404926839	0.0	0.0	71.8234357435	0.0	35.8101774924	51.1499486997	52.7147219606	59.988653602
PWO3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	38.257657193	41.078828453	0.0	28.2199935114	41.1849046355	0.0	41.4847253709	36.6380133805	37.1268518422	0.0	0.0	47.7159309014	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	54.0501962684	0.0	0.0	0.0	0.0	0.0	0.0	0.0	88.0695253542
PWOO	44.0579508548	0.0	62.2543368852	0.0	58.7996314286	47.8874989248	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	48.9393212352	0.0	0.0	0.0	57.986709694	0.0	0.0	52.9512264413	0.0	0.0	54.0657232796	0.0	0.0	52.4993151961	0.0	49.393154326	36.9051648201	0.0	78.2122152185	0.0	0.0	0.0	0.0	0.0	0.0	64.6627103161	0.0	37.7075562967	50.8216204788	55.5919968732	80.8192506903
PX3G	43.9334475364	0.0	60.6735744992	48.6775771969	47.4461124927	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	59.2272907709	0.0	0.0	0.0	59.4609061998	0.0	0.0	57.199234886	0.0	0.0	55.7974927051	0.0	86.1231786116	50.9694799829	0.0	45.8692359133	0.0	51.6368289667	107.635974711	0.0	0.0	0.0	50.8890684969	0.0	67.7567905598	84.8185131197	0.0	29.6193238048	46.5662879246	53.9272039693	109.898897037
Q2AG	42.9530910529	0.0	0.0	46.5226269972	0.0	46.3081437149	0.0	42.5559598485	39.5569292669	43.6525998409	25.2639153959	27.1297758706	33.1889472023	37.991645881	42.5412013329	47.4831427635	42.4276262622	43.4898523592	51.8482985676	43.3887118505	44.390044847	0.0	64.4844432169	0.0	0.0	0.0	0.0	0.0	0.0	47.0657171365	0.0	0.0	0.0	0.0	73.6499134751	34.5004551106	0.0	50.572188869	38.6857719241	0.0	0.0	44.2462832748	0.0	0.0	44.9335294712	0.0	0.0	0.0	0.0	32.3397589559	0.0	0.0	152.483053287
Q2AH	53.9696182076	0.0	65.0303133362	53.0879277865	55.7329291524	46.6101219928	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	60.1761569558	0.0	0.0	0.0	67.118640571	0.0	61.520436757	54.3410409326	0.0	0.0	55.1910878552	0.0	0.0	45.5010930068	0.0	52.524960371	41.1863450887	0.0	80.0474934515	0.0	0.0	0.0	0.0	0.0	49.7836582942	74.9941587054	38.85469795	37.7416601911	0.0	0.0	123.594168738
Q2AI	42.4230280153	0.0	65.4875404718	0.0	0.0	45.7435299413	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	63.7008603113	0.0	68.4909879879	0.0	0.0	0.0	0.0	0.0	0.0	42.2426234672	0.0	0.0	0.0	0.0	89.8748329884	0.0	43.3148561839	0.0	48.5530319572	0.0	0.0	71.3146207893	39.2656306757	41.1985179845	0.0	0.0	104.477915838
Q734	46.8063937712	0.0	61.8713578093	0.0	0.0	43.3710921955	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	53.3621253316	0.0	0.0	0.0	59.1402556489	0.0	0.0	50.7057335708	0.0	0.0	0.0	0.0	73.2149284108	43.5345614169	0.0	53.2290269288	0.0	43.2939886421	110.040361156	0.0	0.0	0.0	0.0	0.0	66.3396513379	80.0003069197	0.0	34.5985498822	45.687618082	51.5213202788	123.876258668
QCQG	42.1475602247	0.0	63.2314743686	59.4987619565	0.0	50.880372558	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	53.1207027475	0.0	0.0	0.0	65.4695830021	0.0	64.194711123	58.6503610905	0.0	0.0	0.0	0.0	0.0	44.1312508785	0.0	50.2091000648	37.5145616518	55.6769220037	87.3075860045	0.0	0.0	0.0	46.0904700296	0.0	56.8246682511	65.5429134965	0.0	0.0	51.1803334401	56.9182181047	69.2945745955
QDT8	45.1968206114	0.0	0.0	52.4515624553	0.0	46.8939798035	0.0	49.1681198365	50.3963788675	0.0	25.9410067583	27.514379377	49.004830913	36.5807700378	55.7291164785	0.0	56.8789745598	42.6101759223	49.9029168622	50.8959577297	48.833788706	0.0	53.1944516557	0.0	0.0	0.0	0.0	0.0	0.0	52.2341898403	0.0	0.0	0.0	0.0	0.0	36.0410728625	0.0	69.0300786375	37.1283429319	0.0	0.0	0.0	0.0	0.0	50.7035520498	0.0	0.0	0.0	0.0	0.0	0.0	43.2870654889	136.553641766
QDVJ	42.9662005892	0.0	64.7392739111	52.3225323422	0.0	55.7388931449	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	48.6765583644	0.0	0.0	0.0	63.3809785063	0.0	66.911141697	56.0907613841	0.0	0.0	50.8087124727	0.0	0.0	45.2113000272	0.0	51.0119558189	0.0	0.0	91.8489535657	0.0	0.0	0.0	41.1184904312	0.0	0.0	71.8256537993	0.0	32.5999315393	0.0	0.0	85.7280042194
QDVN	0.0	0.0	62.0462387879	55.4297290238	50.3000802679	46.2643255151	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	48.0608927904	0.0	0.0	0.0	63.5663570742	0.0	60.52949168	52.0237578937	0.0	0.0	53.482271827	75.6917802398	75.2501516873	49.6779827911	0.0	46.0522566593	47.2756761767	0.0	64.68454899	0.0	0.0	0.0	54.7209216024	0.0	56.0016038149	65.0157790606	0.0	41.7547892109	0.0	0.0	0.0
QEG4	54.765237212	0.0	0.0	42.5546673619	0.0	46.4306583521	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	56.2901174494	0.0	0.0	0.0	66.3376208901	0.0	71.7202081818	43.933401637	0.0	56.1957597101	35.6922127663	0.0	0.0	0.0	47.3898039847	0.0	47.5241397074	0.0	0.0	0.0	37.341470458	0.0	0.0	0.0	98.5713096066
QEG5	45.657582231	0.0	46.5147146157	48.1199646132	53.9852073307	49.2880339881	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	42.3726701588	0.0	46.8340423354	0.0	0.0	0.0	0.0	0.0	61.3010987516	44.6233150107	0.0	0.0	50.6262925978	0.0	0.0	42.2332335303	0.0	51.7156314742	49.9336672947	0.0	0.0	0.0	0.0	0.0	40.728451784	0.0	0.0	0.0	38.2997470527	37.6124583666	0.0	0.0	96.8872315362
QEL4	44.5695036093	0.0	0.0	45.0724384393	55.6315475096	40.5550664652	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	48.5139148489	0.0	55.8629331802	0.0	0.0	0.0	54.1875623004	0.0	54.4688337473	44.6505906889	0.0	0.0	66.5804550161	0.0	73.1134033453	37.8687802596	0.0	61.1188922434	35.1810110441	0.0	97.1979010873	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	37.5807272119	0.0	0.0	0.0
QESD	47.0240623674	0.0	0.0	48.9650162682	47.2060420905	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	50.5870261773	0.0	0.0	0.0	0.0	0.0	62.0530702888	57.0107357229	0.0	0.0	49.853108711	0.0	76.9499946643	37.8537210749	0.0	59.1163372531	0.0	0.0	0.0	0.0	0.0	0.0	51.1134820422	0.0	0.0	0.0	0.0	0.0	0.0	0.0	126.10647851
QLQ7	42.0024828656	0.0	57.6334187251	52.0789616718	56.910699735	47.612443644	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	50.6536865667	0.0	0.0	0.0	55.1229552791	0.0	60.9004064649	57.9263493081	0.0	0.0	49.5428778055	0.0	0.0	0.0	0.0	54.4833540721	43.0752121796	0.0	87.3850580975	0.0	47.2947957301	0.0	40.4925173138	0.0	0.0	74.5135556703	39.6980848788	35.4656753705	0.0	0.0	93.7720094528
QLQW	41.7899792743	0.0	63.5881682723	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	61.9129207722	0.0	59.4035832028	54.334635782	0.0	0.0	0.0	66.3219240568	0.0	0.0	0.0	55.0396745132	42.5368811765	0.0	99.5541329552	0.0	0.0	0.0	43.7547975761	0.0	56.8186556789	89.7288419149	41.4779411754	0.0	0.0	0.0	172.094961409
QMR6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	56.7946087814	0.0	56.7049205236	33.752961609	30.9566613622	43.9946915188	48.2164289031	55.9110082698	40.8969214178	44.5453149915	58.0895295273	0.0	55.2755608279	0.0	0.0	47.4415259817	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	39.182176953	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
QMRM	44.9389366247	0.0	60.5219138844	48.8995672769	54.0932336281	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	57.4007802953	0.0	47.6218147902	0.0	0.0	0.0	63.565166644	0.0	0.0	57.3439414751	0.0	0.0	48.198010534	0.0	0.0	38.9528543897	0.0	0.0	0.0	0.0	97.1403814309	0.0	49.6664148354	0.0	0.0	0.0	50.7088925178	72.9738658266	42.4397117885	28.6985588567	0.0	0.0	94.1543333421
QV31	42.5650562874	0.0	0.0	50.9261229627	0.0	46.2678614616	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	46.6912778625	0.0	0.0	0.0	59.9176914296	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	57.7179269994	0.0	0.0	103.811093931	0.0	44.2405205866	0.0	0.0	0.0	56.7000567338	73.967804851	39.4190692937	40.4452241966	0.0	0.0	0.0
QV44	50.256581401	0.0	0.0	50.6539576944	54.3510577273	49.0113421345	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	49.8203347752	0.0	0.0	0.0	0.0	0.0	59.3869338206	56.2117361348	0.0	0.0	53.149494179	0.0	79.1443136892	43.6833105115	0.0	48.8953246658	0.0	0.0	99.6018110437	0.0	51.1607933438	0.0	51.5736467254	0.0	64.6916296239	80.790195991	41.7975058724	32.3761888235	0.0	0.0	0.0
QVJO	0.0	0.0	0.0	48.913699454	0.0	0.0	0.0	45.2104336869	0.0	41.3605443648	0.0	28.8243176632	45.8358189892	37.1296992581	42.311014757	62.6607983731	38.4153626058	0.0	42.2334460844	47.6411973137	59.6622530092	0.0	47.9566463586	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	53.3348126601	0.0	52.5223959186	0.0	0.0	0.0	0.0	48.6903449382	0.0	0.0	0.0	0.0	0.0	0.0	54.4503589877	190.779500565
QVUS	0.0	0.0	0.0	57.5887259616	0.0	0.0	0.0	51.4452422608	46.9218485146	0.0	0.0	29.472781459	50.1335013156	48.4813034627	45.5308043353	50.3371904741	59.6939586547	0.0	59.6791459595	0.0	0.0	0.0	47.5229450884	0.0	0.0	0.0	0.0	0.0	56.5438191599	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	136.687368154
QXCU	0.0	0.0	0.0	46.5459553573	0.0	47.7584181011	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	51.5612318677	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	39.5273930184	0.0	58.8820916802	35.7297934819	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	69.8219066528	0.0	29.0012010063	0.0	0.0	40.5438148642
R3RS	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	42.2977752322	0.0	52.3698130826	0.0	0.0	0.0	0.0	0.0	49.6836014669	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	58.5729321611	0.0	0.0	0.0	0.0	0.0	0.0	45.7024379225	0.0	0.0	0.0	0.0	41.3969471446	0.0	0.0	200.994917409
R45C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	51.4469693701	0.0	0.0	0.0	0.0	0.0	53.3954073063	0.0	0.0	0.0	90.7625705934	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	241.146380053
R53T	0.0	0.0	53.0716390124	45.5062419439	45.7227947636	42.3686272641	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	49.3404613357	0.0	58.439592785	0.0	0.0	0.0	54.3479631601	0.0	54.1456022494	48.664497793	0.0	0.0	59.7683870965	0.0	68.2637164542	0.0	0.0	60.2205335632	0.0	0.0	100.873147588	0.0	0.0	0.0	0.0	0.0	0.0	73.4093211877	0.0	33.7739637904	0.0	0.0	140.902229391
R55C	51.3403884544	0.0	0.0	0.0	0.0	42.1377371257	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	57.6170956806	0.0	0.0	0.0	61.0882178202	0.0	59.6428088089	50.3018424677	0.0	0.0	69.6178155285	0.0	0.0	42.4805765736	0.0	73.5877092753	36.9369419583	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	52.4442197518	40.5280619255	31.2506227311	0.0	0.0	151.280622769
R55D	49.1029715334	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	57.2924436516	0.0	56.0265949659	0.0	0.0	0.0	56.7395123642	0.0	58.0699078209	47.6909098024	0.0	0.0	0.0	0.0	0.0	47.1120683142	0.0	49.5459573661	0.0	0.0	93.4865069664	0.0	0.0	0.0	0.0	0.0	0.0	52.2362735083	39.1238122513	0.0	0.0	0.0	100.338520986
R55E	0.0	0.0	0.0	43.257002869	0.0	48.316198301	0.0	40.8474182734	0.0	39.7195459535	23.8795546681	33.1197794446	0.0	0.0	40.9144416718	38.5501541625	41.0639603038	40.8967212824	37.5886930175	0.0	0.0	0.0	57.5362732207	0.0	0.0	0.0	0.0	0.0	57.7494661798	0.0	0.0	0.0	60.9584384582	0.0	0.0	0.0	0.0	57.2909566927	33.9289283439	0.0	0.0	47.8809701603	0.0	0.0	39.9020412767	0.0	0.0	0.0	37.6001743511	39.1411835918	0.0	0.0	84.4773026989
R55F	42.7245619272	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	26.6669762931	56.6519901002	0.0	0.0	36.9687081796	39.1922488407	0.0	0.0	0.0	32.9666193062	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	56.2324140094	37.5535042447	0.0	0.0	0.0	0.0	0.0	50.2720040108	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R55G	42.7121649798	0.0	57.2103295408	47.7922111385	52.4975522315	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	54.0874459813	0.0	0.0	0.0	56.0361626248	0.0	60.5824268641	51.8811037469	0.0	0.0	49.2728279709	0.0	0.0	47.0794126978	0.0	53.0937524209	45.4454981044	0.0	91.4401058049	0.0	0.0	0.0	40.3219770095	0.0	50.5888389109	51.3765995076	0.0	0.0	54.1931805236	0.0	153.804742846
REY6	40.744758216	0.0	53.6634704366	50.6897239638	55.0387675183	38.0916137381	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	57.7825087038	0.0	0.0	0.0	0.0	0.0	0.0	0.0	58.8349582312	49.713991199	0.0	0.0	48.7834777539	0.0	73.3820564927	35.0973923401	0.0	47.1055214592	34.4486119367	0.0	0.0	0.0	42.8299941486	0.0	0.0	0.0	0.0	0.0	37.7711739678	29.4452569203	0.0	0.0	98.3499181575
RM2N	37.2286109977	0.0	59.7679194807	0.0	0.0	37.9827976802	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	58.1645763469	0.0	0.0	0.0	52.3198359957	0.0	62.1427733581	53.5335841719	0.0	0.0	0.0	0.0	80.4871204698	42.4328614535	0.0	43.9625098019	0.0	0.0	95.836986209	0.0	42.6847130021	0.0	40.2190536855	0.0	0.0	72.7188947758	35.2922568372	30.509620243	0.0	0.0	67.3770048048
RN64	0.0	0.0	0.0	0.0	44.4617483401	39.6850740798	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	59.6593137166	0.0	0.0	0.0	0.0	0.0	60.7166918632	0.0	0.0	0.0	0.0	37.3875511618	66.3575417491	33.3154423319	0.0	56.3213509276	0.0	0.0	0.0	0.0	0.0	0.0	39.7493009514	0.0	0.0	0.0	41.1413978379	32.5991341556	0.0	0.0	0.0
